Sr No.,Text,Emotion,StartTime,EndTime
8560,Okay Ross!  Please don’t die!,anger,"00:16:01,835","00:16:07,840"
8561,How could you have kept all of this from me?,fear,"00:13:19,465","00:13:21,341"
8562,"I was going to tell you, but",neutral,"00:13:21,509","00:13:24,260"
8563,But what?! You figured you’d get what you wanted and then dump her like you dumped Rachel!,anger,"00:13:24,428","00:13:27,222"
8564,Hey! I did not dump Rachel!  Nor are we still together.  Can I just…  Why don’t we just let the machine get that?,anger,"00:13:27,389","00:13:40,652"
8565,Hey Ross. It’s Joey. There’s a hooker over here and we thought maybe you’d know something about it.,neutral,"00:13:45,199","00:13:54,541"
8566,"No! No! No! No! No! I-I-I-I—I need to, I need to lie down.",neutral,"00:13:48,702","00:13:54,541"
8567,Everything on your application looks really good—Ohh!,joy,"00:11:12,421","00:11:15,173"
8568,"Just one last question umm, are you and your friends gonna be over here all the time like partying and hanging out?",anger,"00:11:15,341","00:11:22,722"
8569,"Oh don’t worry, I’m not really a party girl.",neutral,"00:11:20,763","00:11:22,722"
8570,"Whoa!! Now look, don’t be just blurtin’ stuff out. I want you to really think about your answers. Okay?",joy,"00:11:22,890","00:11:32,023"
8571,You can call off the roommate search!  Hi! I’ll be living here.,joy,"00:11:32,775","00:11:36,861"
8572,"Oh don’t listen to him, he’s just some guy who really wants the apartment, but I don’t think he’s gonna get it.",sadness,"00:11:37,029","00:11:42,784"
8573,Why did you take the shower curtain down?,surprise,"00:11:43,452","00:11:45,829"
8574,That thing was a hazard!  I’m very safety conscious.,fear,"00:11:45,996","00:11:50,250"
8575,Hi.,neutral,"00:20:54,378","00:20:55,419"
8576,"Hey man, how did the audition go?",neutral,"00:20:55,629","00:20:57,421"
8577,Estelle said I didn't get it.,sadness,"00:20:57,839","00:20:59,257"
8578,What?! Why? Joey you were so ready for it!,surprise,"00:20:59,508","00:21:02,718"
8579,"Yeah, I thought so too but, she said the casting people had some problems with me.",joy,"00:21:03,011","00:21:08,641"
8580,No!,surprise,"00:11:54,046","00:11:56,589"
8581,"For all I know, she’s trying to find me but couldn’t because I kept moving around.",neutral,"00:11:54,046","00:11:59,259"
8582,"No, from now on, I’m staying in one place.",neutral,"00:11:59,427","00:12:02,137"
8583,Right here.,neutral,"00:12:02,304","00:12:03,972"
8584,"Well, it’s getting late.",neutral,"0:12:07,351","0:12:08,269"
8585,"Yeah, we’re gonna go.",neutral,"0:12:08,269","0:12:09,235"
8586,"Actually, do you guys mind staying here for a while?",neutral,"00:12:09,353","00:12:14,107"
8587,"Ugh, y’know, umm we gotta get up early and catch that plane for New York.",neutral,"00:12:14,817","00:12:17,861"
8588,"Yeah, it’s a very large plane.",neutral,"00:12:18,028","00:12:20,196"
8589,That’s cool.,neutral,"00:12:22,783","00:12:24,409"
8590,"But, we’ll stay here with you.",neutral,"00:12:26,871","00:12:29,330"
8591,"Thanks guys!  I really appreciate this, y’know, but you don’t have to rub my butt.",joy,"00:20:51,333","00:20:58,881"
8592,"Hey, Mel Gibson and Clint Eastwood.",surprise,"00:04:14,254","00:04:15,754"
8593,They’re not a couple!,surprise,"00:04:18,258","00:04:19,299"
8594,"Oh-okay, I get the game now.",neutral,"00:04:19,467","00:04:21,260"
8595,"Okay look, look, let me ask you a question, when they were doing it on stage, was it like really hot?",neutral,"00:04:23,346","00:04:29,810"
8596,Oh yeah!,joy,"00:04:27,850","00:04:29,810"
8597,"Well okay, so then you’re fine.",neutral,"00:04:31,020","00:04:33,313"
8598,The rule is when two actors are actually doing it off-stage all the sexual tension between them is gone.,neutral,"00:04:33,481","00:04:41,280"
8599,Okay?,neutral,"0:04:41,447","0:04:42,031"
8600,So as long as it’s hot onstage you got nothing to worry about.,neutral,"0:04:42,031","0:04:45,769"
8601,"It’s when the heat goes away, that’s when you’re in trouble.",neutral,"00:04:45,868","00:04:48,537"
8602,Really?,surprise,"00:04:49,956","00:04:50,998"
8603,"Look, you guys have been to every play I’ve ever been in, have I ever had chemistry on stage?",neutral,"00:04:51,165","00:04:54,751"
8604,No.,neutral,"0:04:54,919","0:04:55,471"
8605,Noooo!!,neutral,"0:04:55,471","0:04:56,605"
8606,"Ursula!  Wait! Err-err, it’s me! Phoebe!",surprise,"00:02:00,870","00:02:05,582"
8607,"Oh, I thought there was a mirror there. Okay, bye-bye.",neutral,"00:02:05,750","00:02:08,502"
8608,"Wait a second! So, what’s new with you?",surprise,"00:02:09,212","00:02:12,923"
8609,"Umm, nothing. I mean, I’m getting married next week.",neutral,"00:02:13,091","00:02:16,844"
8610,And your breasts! Hmm!!!,surprise,"00:13:16,128","00:13:18,630"
8611,Okay.,neutral,"00:13:21,759","00:13:23,218"
8612,"Umm look, you’re coming on a little strong.",fear,"00:13:23,385","00:13:26,179"
8613,"But I’m going to give you the benefit of the doubt, because it seems the universe really wants to be together.",neutral,"00:13:26,347","00:13:31,935"
8614,"So, why don’t we just start over okay?",neutral,"0:13:32,102","0:13:33,874"
8615,And you can just tell me about yourself.,neutral,"0:13:33,874","0:13:36,284"
8616,All right.,neutral,"0:13:36,398","0:13:37,191"
8617,Okay.,neutral,"0:13:37,191","0:13:38,363"
8618,"I write erotic novels, for children.",neutral,"00:13:38,651","00:13:43,154"
8619,What?!,surprise,"0:13:45,825","0:13:46,507"
8620,They’re wildly unpopular.,neutral,"0:13:46,507","0:13:48,471"
8621,Oh my God!,disgust,"00:13:49,245","00:13:51,162"
8622,"Oh also, you might be interested to know that I have a Ph.D.",neutral,"00:13:51,330","00:13:54,165"
8623,Wow! You do?,surprise,"0:13:54,333","0:13:55,185"
8624,"Yeah,  a Pretty Huge",joy,"0:13:55,185","0:13:57,257"
8625,All right.,disgust,"00:13:57,378","00:13:58,795"
8626,"So, uh, how's she doing?",sadness,"00:04:03,993","00:04:06,328"
8627,The doctor says it's a matter of hours.,sadness,"00:04:07,080","00:04:09,498"
8628,"How-how are you, Mom?",sadness,"00:04:10,083","00:04:12,876"
8629,"Me? I'm fine, fine. I'm glad you're here. ...What's with your hair?",anger,"00:04:13,127","00:04:19,424"
8630,What?,surprise,"00:04:18,299","00:04:19,424"
8631,What's different?,surprise,"00:04:19,968","00:04:21,009"
8632,Nothing.,neutral,"00:04:21,344","00:04:22,386"
8633,"Oh, maybe that's it.",neutral,"00:04:22,929","00:04:24,972"
8634,"She is unbelievable, our mother is...",anger,"00:04:25,807","00:04:27,349"
8635,"Okay, relax, relax.",neutral,"00:04:27,558","00:04:28,850"
8636,"We are gonna be here for a while, it looks like, and we still have boyfriends and your career to cover.",neutral,"00:04:29,060","00:04:34,648"
8637,Oh God!,surprise,"00:04:34,983","00:04:36,233"
8638,The fuzzy little mints at the bottom of her purse.,neutral,"00:04:42,991","00:04:45,158"
8639,Oh!,surprise,"00:04:45,326","00:04:46,827"
8640,"...Yeah, they were gross.",disgust,"00:04:47,287","00:04:49,413"
8641,"Oh, you know what I loved?",joy,"00:04:50,248","00:04:52,040"
8642,Her Sweet 'n' Los.,joy,"00:04:52,250","00:04:54,084"
8643,How she was always stealing them from- from restaurants.,joy,"00:04:54,294","00:04:57,504"
8644,"Not just restaurants, from our house.",neutral,"00:04:57,755","00:05:00,799"
8645,Maybe.,neutral,"00:01:40,255","00:01:41,881"
8646,You can't!,surprise,"00:01:43,049","00:01:44,551"
8647,Why?  Seriously I did not understand a word that    you said.,surprise,"00:01:43,049","00:01:52,892"
8648,In the hall.,neutral,"00:01:53,935","00:01:56,987"
8649,"Now, y'see, most people, when their pets pass on, they want 'em sorta laid out like they're sleeping.",neutral,"00:10:39,430","00:10:44,893"
8650,But occasionally you get your person who wants them in a pose.,neutral,"00:10:45,102","00:10:48,271"
8651,"Like, chasing their tail,  or, uh, jumping to catch a frisbee.",neutral,"00:10:48,564","00:10:55,236"
8652,"Joey, if I go first, I wanna be looking for my keys.",neutral,"00:10:56,447","00:10:58,948"
8653,That's a good one!,joy,"0:11:01,702","0:11:03,084"
8654,"Hey, Joe.",neutral,"0:11:03,084","0:11:03,260"
8655,"Dad, Ronni's here.",neutral,"00:11:03,496","00:11:04,954"
8656,Huh?,surprise,"00:11:05,206","00:11:06,456"
8657,"So now, these are all the tuxedos that we make and if there’s anything that you like, we can make you a deal.",neutral,"00:05:29,996","00:05:34,583"
8658,Anything at all.,neutral,"0:05:34,751","0:05:36,503"
8659,But these are the three that Monica pre-approved.,neutral,"0:05:36,503","0:05:39,477"
8660,"Well, thanks a lot for hookin’ me up Rach. I want you to know that I want you to attend our wedding as my guest.",joy,"00:05:42,884","00:05:47,304"
8661,I’m Monica’s maid of honor. Okay? Don’t try to blue pin me!,anger,"00:05:49,849","00:06:00,192"
8662,"Oh here, I think this is us.  Yeah.",neutral,"00:11:58,217","00:12:01,469"
8663,Limited seating my ass. Let’s see who made the cut.  Hi!,anger,"00:12:01,637","00:12:06,683"
8664,I’m Monica Gellar. Who do you know the bride and groom?,neutral,"00:12:06,851","00:12:12,272"
8665,Used to work with her. Used to! I’m a relative and I didn’t get invited! A,anger,"00:12:12,440","00:12:17,402"
8666,"Stop saying, ""Blood"" to strangers.",sadness,"00:12:21,699","00:12:24,492"
8667,"So, how about you huh? How do you know the happy couple?",joy,"00:12:25,327","00:12:28,246"
8668,"Okay, you’re fine.",neutral,"00:12:32,752","00:12:34,127"
8669,"Monica, why have you brought me here of all places?!",surprise,"0:19:24,371","0:19:26,248"
8670,You’ll see.,neutral,"0:19:26,248","0:19:28,398"
8671,"I tell you, this wedding is not going to happen.",joy,"00:19:28,500","00:19:31,460"
8673,"Okay? But-but imagine a lot more lights, okay? And-and y’know fewer bricks, and-and-and flowers, and candles",neutral,"00:19:35,007","00:19:43,598"
8674,"And the musicians, look, they can go over here , okay? And the chairs can face this way , and…  You go.",neutral,"00:19:43,765","00:19:51,230"
8675,"But-but, if you don’t love this, we’ll do it in any other place at any other time.",neutral,"00:19:54,985","00:19:56,027"
8676,"Really, it’s fine, whatever you want.",neutral,"00:19:56,195","00:19:59,447"
8677,It’s perfect.,joy,"00:20:01,200","00:20:02,742"
8678,"And, I don’t know, if it starts to rain",joy,"0:20:03,327","0:20:05,589"
8679,Well then we’ll get wet.,anger,"0:20:05,589","0:20:07,211"
8680,Ohh. And I don’t even have a date.,sadness,"00:20:10,876","00:20:14,962"
8681,Coming.,neutral,"00:05:53,853","00:05:55,020"
8682,I have a bone to pick with you.,anger,"00:06:03,654","00:06:06,239"
8683,Uh-oh.,fear,"00:06:08,159","00:06:09,868"
8684,Yes! Ben learned a little trick.,anger,"00:06:10,036","00:06:12,412"
8685,Oh yeah? Did he pull the old,surprise,"0:06:15,041","0:06:16,813"
8686,That’s right! That’s right!,joy,"0:06:16,813","0:06:18,519"
8687,Oh that.,neutral,"00:06:27,637","00:06:29,971"
8688,Yeah that! You know I hate practical jokes! They’re mean and they’re stupid and-and I don’t want my son learning them!,anger,"00:06:27,637","00:06:36,645"
8689,Y’know what? It doesn’t matter! Because it is not true!,anger,"00:05:44,510","00:05:47,679"
8690,Okay.,neutral,"00:05:47,847","00:05:48,972"
8691,"And if it were true, how",neutral,"00:05:49,223","00:05:52,893"
8692,Ms. Monroe…  Oh there you go.,neutral,"00:06:01,235","00:06:04,446"
8693,Mark's a genius!,surprise,"00:12:31,667","00:12:33,001"
8694,Why?! How?! How is he a genius?,surprise,"0:12:33,169","0:12:37,048"
8695,"Look, don't you see what's happening here.",anger,"0:12:37,048","0:12:37,188"
8696,"Instead of hitting on her right away, he's becoming her confidant.",anger,"00:12:37,298","00:12:40,425"
8697,Now he's gonna be the guy she goes too to complain about you.,neutral,"00:12:40,593","00:12:44,053"
8698,What am I going to do?,fear,"00:12:44,221","00:12:45,430"
8699,"Well, why don't you send her a musical bug, op, no you already did that.",neutral,"00:12:45,598","00:12:49,976"
8700,"All right look, you're going to have to go there yourself now, okay, make a few surprise visits.",neutral,"00:12:51,937","00:12:57,776"
8701,I don't know you guys.,fear,"00:12:55,149","00:12:57,776"
8702,"All right fine, don't do anything, just sit here and talk to us, meanwhile she is talking to him about you.",disgust,"00:12:57,943","00:13:04,949"
8703,"And he's being Mr. Joe Sensitive, and she starts thinking 'Maybe this is the guy for me, because he understands me.'",disgust,"00:13:05,117","00:13:09,287"
8704,"And before you know it, she's with him.",anger,"00:13:09,455","00:13:11,456"
8705,"And you'll be all, 'Ohh, man!'",anger,"00:13:11,624","00:13:14,459"
8706,"And he'll be all, 'Yes!'",anger,"00:13:14,960","00:13:16,795"
8707,"And us, we'll be like, 'Wh-whoa, dude.'",joy,"00:13:19,006","00:13:21,633"
8708,"And pretty soon you'll be like,  'Hhiii,' and, and, and, 'I can't go, Rachel and Mark might be there.'",disgust,"00:13:23,636","00:13:34,229"
8709,"And we'll be like, 'Man get over it, it's been four years!!'",disgust,"00:13:34,647","00:13:38,149"
8710,He paints quite a picture doesn't he?,neutral,"00:13:40,611","00:13:43,279"
8711,"This is what I’ve got going for the party so far, liquor wise. Get a lot of liquor.",neutral,"00:04:34,107","00:04:40,153"
8712,Great. Great.,neutral,"00:04:37,527","00:04:40,153"
8713,"Okay, now uh, in terms of the invite list, I’ve got you, me, and Chandler and I’m gonna invite Gunther ‘cause, well, we’ve been talking about this pretty loud.",neutral,"00:04:40,321","00:04:47,828"
8714,I’ll be there.,neutral,"00:04:47,996","00:04:49,496"
8716,"Listen, I know this is your party, but I’d really like to the number of museum geeks that are gonna be there.",neutral,"00:04:50,623","00:04:55,669"
8717,"Yeah. Tell ya what, let’s not invite any of the anthropologists, only the dinosaur dudes!",neutral,"00:04:59,173","00:05:01,800"
8718,Okay! We’ll need a six-pack of,neutral,"00:05:04,345","00:05:07,556"
8719,"Hey guys, what are you doing?",neutral,"00:05:08,975","00:05:10,600"
8720,"Hey, y’know what, if you’re gonna do that, if you’re gonna name him Joey, you should name him Chandler.",neutral,"00:04:38,695","00:04:42,572"
8721,"Oh, come on!",sadness,"00:04:43,449","00:04:46,994"
8722,"Chandler’s funny, sophisticated, and he’s very loveable, once you get to know him.",neutral,"00:04:43,449","00:04:49,538"
8723,"Oh well, hey, Joey’s loveable too! But the thing about Joey is, if you need him, he’ll be there.",neutral,"00:04:49,706","00:04:55,669"
8724,"Well, Chandler will be there for you too.",neutral,"00:04:55,837","00:05:00,090"
8725,"I mean, well, he might be a little late, but-but, he’ll be there.",neutral,"00:04:55,837","00:05:02,884"
8726,"And he’ll bring you some cold soda, if want you need him for is that you’re really hot.",neutral,"00:05:03,052","00:05:06,513"
8727,What do ya say? What do ya say?,neutral,"00:05:07,557","00:05:09,349"
8728,"Well, I, I like the idea of naming him after someone I love, and Joey and Chandler are great names.",neutral,"00:05:09,517","00:05:17,316"
8729,"But, all right, I don’t—maybe I’ll just name him The Hulk.",neutral,"00:05:23,072","00:05:26,867"
8730,I knew I shouldn’t have mentioned it! That’s what I wanted to name my kid!,sadness,"00:05:28,494","00:05:32,622"
8731,"What that Rachel did to her life.... We ran into her parents at the club, they were not playing very well.",sadness,"00:09:26,816","00:09:32,821"
8732,I'm not gonna tell you what they spent on that wedding... but forty thousand dollars is a lot of money!,surprise,"00:09:33,030","00:09:38,034"
8733,"Well, at least she had the chance to leave a man at the altar...",joy,"00:09:40,997","00:09:44,666"
8734,What's that supposed to mean?,surprise,"00:09:47,837","00:09:50,589"
8735,Nothing! It's an expression.,neutral,"0:09:50,798","0:09:52,530"
8736,No it's not.,neutral,"0:09:52,530","0:09:54,148"
8737,Don't listen to your mother.,neutral,"00:09:54,302","00:09:55,468"
8738,"You're independent, and you always have been!",neutral,"00:09:55,678","00:09:57,637"
8739,"Even when you were a kid... and you were chubby, and you had no friends, you were just fine!",neutral,"00:09:57,847","00:10:03,351"
8740,"And you would read alone in your room, and your puzzles...",neutral,"00:10:05,146","00:10:08,273"
8741,PBS Telethon.,neutral,"00:16:22,147","00:16:23,940"
8742,Hi Joey.,neutral,"00:16:24,108","00:16:25,149"
8743,Hey Pheebs!,joy,"00:16:25,317","00:16:26,442"
8744,I,neutral,"00:16:28,320","00:16:30,405"
8745,"$200? Are you sure Pheebs? I mean, after what",surprise,"00:16:30,572","00:16:34,867"
8746,"Oh, I'm still mad at them but I also now that they bring happiness to lots of kids who's moms didn't kill themselves, so by supporting them, I'm doing a good thing, but I'm not",anger,"00:16:35,035","00:16:47,880"
